[10May2025 00:09:42.763] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [Incendium]
[10May2025 00:09:42.766] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [We Need to Go Deeper]
[10May2025 00:10:10.832] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 46331ms or 926 ticks behind
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [Incendium]
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [We Need to Go Deeper]
[10May2025 00:10:15.011] [Worker-Main-9/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -6], pos: MutableBlockPos{x=-93, y=118, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:57.975] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-175, y=31, z=-100}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.975] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-175, y=30, z=-100}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.975] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-175, y=29, z=-100}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.975] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=31, z=-99}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.975] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=30, z=-99}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.975] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=29, z=-99}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.975] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-176, y=32, z=-92}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.975] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-176, y=31, z=-92}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.975] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-176, y=30, z=-92}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.975] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-176, y=32, z=-91}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.976] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-176, y=31, z=-91}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.976] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-176, y=30, z=-91}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.976] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-175, y=32, z=-91}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.976] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-175, y=31, z=-91}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.976] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-175, y=30, z=-91}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.976] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-176, y=32, z=-90}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.976] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-176, y=30, z=-90}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.976] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=31, z=-98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.976] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=30, z=-98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.977] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=29, z=-98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.977] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=31, z=-97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.977] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=30, z=-97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.977] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=29, z=-97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.977] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-175, y=31, z=-97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.977] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-175, y=30, z=-97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.977] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-175, y=29, z=-97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.977] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-176, y=31, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.977] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-176, y=30, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.977] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -6], pos: MutableBlockPos{x=-176, y=29, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.978] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=31, z=-104}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.978] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=30, z=-104}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.978] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=29, z=-104}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:58.834] [Worker-Main-64/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -14], pos: BlockPos{x=-195, y=107, z=-224}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[10May2025 00:10:58.839] [Worker-Main-64/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, -14], pos: MutableBlockPos{x=-192, y=119, z=-224}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:58.840] [Worker-Main-64/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, -14], pos: MutableBlockPos{x=-187, y=111, z=-224}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/fire]
[10May2025 00:10:59.812] [Worker-Main-9/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -15], pos: MutableBlockPos{x=-196, y=125, z=-240}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:59.813] [Worker-Main-9/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -15], pos: MutableBlockPos{x=-199, y=125, z=-238}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:59.813] [Worker-Main-9/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -15], pos: MutableBlockPos{x=-197, y=124, z=-240}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:00.679] [Worker-Main-91/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -16], pos: MutableBlockPos{x=-126, y=97, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:00.679] [Worker-Main-91/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -16], pos: MutableBlockPos{x=-139, y=98, z=-256}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:00.679] [Worker-Main-91/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -16], pos: MutableBlockPos{x=-130, y=98, z=-256}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:00.679] [Worker-Main-91/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -16], pos: MutableBlockPos{x=-138, y=98, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:00.679] [Worker-Main-91/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -16], pos: MutableBlockPos{x=-132, y=97, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:01.401] [Worker-Main-91/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -16], pos: MutableBlockPos{x=-143, y=143, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:01.523] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -16], pos: MutableBlockPos{x=-170, y=34, z=-256}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/fire]
[10May2025 00:11:01.523] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -16], pos: MutableBlockPos{x=-167, y=33, z=-252}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/fire]
[10May2025 00:11:01.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -16], pos: MutableBlockPos{x=-167, y=33, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/fire]
[10May2025 00:11:01.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -16], pos: MutableBlockPos{x=-167, y=33, z=-256}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/fire]
[10May2025 00:11:01.530] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -16], pos: MutableBlockPos{x=-171, y=84, z=-256}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:01.530] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -16], pos: MutableBlockPos{x=-171, y=83, z=-256}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:01.530] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -16], pos: MutableBlockPos{x=-171, y=82, z=-256}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:05.159] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, 4], pos: MutableBlockPos{x=-207, y=115, z=64}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:05.159] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 4], pos: MutableBlockPos{x=-212, y=115, z=65}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:05.160] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, 2], pos: MutableBlockPos{x=-192, y=55, z=46}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:05.160] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, 2], pos: MutableBlockPos{x=-192, y=54, z=46}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:05.160] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, 2], pos: MutableBlockPos{x=-192, y=55, z=47}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:05.161] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, 2], pos: MutableBlockPos{x=-192, y=54, z=47}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:05.161] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, 2], pos: MutableBlockPos{x=-192, y=53, z=47}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:05.161] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, 3], pos: MutableBlockPos{x=-192, y=55, z=48}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:11:05.161] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, 3], pos: MutableBlockPos{x=-192, y=54, z=48}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
